state,county,income_mean,poverty_pct,college,female_count,Total_pop,White,Black,Asian,age_median
53.0,33.0,120828.0,9.5,31.0,1080317.0,2163257.0,1404974.0,136054.0,370908.0,37.1
53.0,51.0,61815.0,15.3,13.7,6525.0,13219.0,11881.0,30.0,136.0,50.6
53.0,55.0,87861.0,11.4,28.4,8517.0,16473.0,15164.0,150.0,231.0,56.1
53.0,75.0,58665.0,26.8,25.5,23844.0,48593.0,40133.0,1075.0,4105.0,24.6
53.0,77.0,66331.0,18.2,9.8,124425.0,249325.0,194796.0,2685.0,2267.0,32.8
53.0,15.0,67765.0,16.0,10.2,53175.0,105112.0,93938.0,844.0,1293.0,41.5
53.0,19.0,54815.0,18.8,12.1,3692.0,7576.0,5755.0,11.0,79.0,49.6
53.0,41.0,64205.0,14.4,10.4,38438.0,76947.0,69747.0,452.0,914.0,43.1
53.0,27.0,62610.0,15.9,10.6,34986.0,71967.0,63343.0,733.0,1134.0,43.7
53.0,29.0,82310.0,8.6,20.3,40855.0,81636.0,69186.0,2592.0,3768.0,44.2
53.0,21.0,76571.0,15.7,11.1,43515.0,90660.0,63977.0,2151.0,2090.0,30.0
53.0,25.0,70214.0,14.4,11.8,46761.0,94860.0,66805.0,654.0,983.0,32.7
53.0,73.0,76439.0,15.0,22.1,109584.0,216812.0,181943.0,2212.0,8977.0,37.0
53.0,47.0,57131.0,20.6,12.5,20577.0,41638.0,30423.0,204.0,362.0,42.9
53.0,37.0,67446.0,19.0,22.8,22270.0,44825.0,39721.0,432.0,750.0,33.1
53.0,5.0,83941.0,12.8,18.4,97029.0,194168.0,158279.0,3143.0,4990.0,35.7
53.0,3.0,65079.0,13.0,14.0,11616.0,22337.0,20732.0,98.0,196.0,45.0
53.0,45.0,68123.0,15.0,12.3,30214.0,62627.0,52310.0,1068.0,886.0,45.6
53.0,65.0,62370.0,15.6,11.6,22270.0,44214.0,39263.0,205.0,287.0,46.6
53.0,63.0,73704.0,14.4,19.1,250969.0,497875.0,438838.0,8009.0,11117.0,37.5
53.0,7.0,75117.0,11.6,15.8,37993.0,75757.0,64606.0,360.0,829.0,40.2
55.0,105.0,69229.0,13.6,14.4,82115.0,161769.0,142557.0,7081.0,1955.0,39.5
55.0,137.0,65597.0,11.3,10.2,11475.0,24116.0,22425.0,435.0,86.0,49.0
55.0,1.0,57609.0,14.8,8.3,9290.0,20073.0,18642.0,568.0,126.0,53.3
55.0,7.0,65004.0,11.5,19.8,7360.0,14992.0,12908.0,125.0,76.0,52.0
55.0,65.0,70488.0,10.8,12.7,8292.0,16735.0,16248.0,107.0,65.0,41.4
55.0,81.0,69539.0,12.8,13.9,22483.0,45502.0,42339.0,762.0,407.0,39.5
55.0,93.0,85999.0,9.8,18.8,20962.0,41603.0,39925.0,188.0,505.0,36.8
55.0,141.0,68235.0,10.3,13.6,37218.0,73274.0,69042.0,444.0,1517.0,43.8
55.0,3.0,55692.0,14.3,13.3,7782.0,15712.0,13193.0,110.0,68.0,41.8
55.0,15.0,86147.0,5.7,21.7,24853.0,49807.0,47140.0,420.0,1199.0,40.1
55.0,19.0,64886.0,12.6,8.1,17013.0,34491.0,33223.0,169.0,148.0,37.6
55.0,55.0,75975.0,8.9,17.4,42309.0,84652.0,79520.0,727.0,567.0,40.7
55.0,59.0,79118.0,13.6,17.0,85018.0,168330.0,144087.0,12636.0,2471.0,38.2
55.0,51.0,54461.0,14.8,13.8,2800.0,5715.0,5519.0,47.0,18.0,54.5
55.0,109.0,96820.0,4.5,23.8,44018.0,87917.0,84262.0,672.0,946.0,38.6
55.0,83.0,68942.0,9.4,11.4,18369.0,37556.0,36265.0,156.0,143.0,46.5
55.0,69.0,66849.0,9.1,12.7,13849.0,27848.0,26978.0,169.0,91.0,47.2
55.0,135.0,70688.0,10.7,13.7,25147.0,51444.0,49559.0,291.0,173.0,45.4
55.0,5.0,66277.0,12.0,13.3,22636.0,45252.0,43086.0,627.0,323.0,44.1
55.0,113.0,67130.0,17.3,15.0,8031.0,16370.0,12625.0,89.0,99.0,50.2
55.0,47.0,66080.0,11.1,13.3,9320.0,18757.0,18068.0,180.0,54.0,45.4
55.0,77.0,59724.0,11.4,10.1,7461.0,15207.0,14606.0,94.0,55.0,49.8
55.0,75.0,59119.0,13.2,10.7,20162.0,40537.0,39168.0,284.0,185.0,48.3
55.0,101.0,76902.0,12.1,16.5,98696.0,195398.0,157639.0,21852.0,2452.0,40.1
55.0,139.0,79230.0,11.9,19.6,84329.0,169926.0,156571.0,3829.0,4582.0,38.2
55.0,41.0,54980.0,16.3,10.0,4477.0,9018.0,7267.0,68.0,44.0,46.7
55.0,43.0,64487.0,14.8,14.6,24908.0,51828.0,49993.0,726.0,494.0,35.7
55.0,107.0,55339.0,14.1,10.6,7074.0,14183.0,13637.0,140.0,32.0,49.1
55.0,117.0,72900.0,7.6,16.8,57283.0,115205.0,102818.0,2129.0,6446.0,41.3
55.0,67.0,57685.0,14.0,10.1,9443.0,19164.0,18308.0,153.0,43.0,48.2
55.0,87.0,79646.0,8.6,20.3,92513.0,184754.0,165877.0,2529.0,6462.0,37.9
55.0,123.0,66252.0,16.6,14.3,15214.0,30516.0,29680.0,79.0,160.0,41.9
55.0,21.0,79421.0,8.2,16.3,27907.0,56954.0,54076.0,705.0,436.0,42.4
55.0,61.0,72630.0,8.5,14.9,10081.0,20360.0,19723.0,81.0,62.0,44.2
55.0,9.0,77046.0,10.3,20.7,130962.0,259786.0,220920.0,6034.0,8324.0,37.2
55.0,73.0,77678.0,9.4,17.4,67288.0,135264.0,122856.0,883.0,7864.0,40.6
55.0,85.0,73205.0,8.6,17.7,17621.0,35345.0,33996.0,261.0,165.0,50.9
55.0,121.0,67911.0,8.6,14.0,14506.0,29438.0,27192.0,154.0,155.0,40.5
55.0,129.0,64967.0,13.3,15.2,7918.0,15689.0,14994.0,68.0,86.0,50.7
55.0,27.0,70546.0,8.7,11.6,41999.0,87776.0,81999.0,2412.0,564.0,42.5
55.0,127.0,76997.0,11.7,17.9,51639.0,103013.0,96114.0,1037.0,1052.0,39.7
55.0,23.0,62821.0,12.8,12.4,7798.0,16288.0,15542.0,321.0,80.0,46.0
55.0,71.0,65889.0,10.6,14.4,39956.0,79407.0,74896.0,719.0,2186.0,44.7
55.0,111.0,70958.0,10.4,16.4,31849.0,63596.0,60031.0,513.0,416.0,41.2
55.0,13.0,61369.0,13.6,13.8,7426.0,15258.0,13962.0,81.0,59.0,52.5
55.0,17.0,70227.0,10.9,14.1,30557.0,63635.0,60433.0,794.0,837.0,40.9
55.0,29.0,76803.0,8.3,20.3,13904.0,27439.0,26455.0,184.0,138.0,52.4
55.0,31.0,65417.0,12.5,16.1,21645.0,43402.0,40314.0,560.0,465.0,41.9
55.0,53.0,64879.0,11.8,9.1,9551.0,20506.0,17950.0,436.0,103.0,41.6
55.0,49.0,81455.0,7.7,15.7,11728.0,23620.0,22817.0,194.0,166.0,42.5
55.0,89.0,117637.0,5.4,29.7,44942.0,88284.0,82714.0,1200.0,1970.0,43.9
55.0,103.0,61592.0,13.8,11.8,8705.0,17539.0,16753.0,97.0,102.0,45.1
56.0,5.0,88960.0,11.1,14.8,23149.0,47708.0,45357.0,128.0,164.0,33.5
56.0,19.0,77806.0,11.4,19.4,4038.0,8515.0,7851.0,45.0,0.0,45.5
56.0,25.0,78892.0,9.6,14.5,39794.0,80610.0,75885.0,1099.0,530.0,36.6
56.0,9.0,78636.0,8.2,11.7,6791.0,13997.0,13417.0,1.0,24.0,40.1
56.0,39.0,128868.0,7.1,37.8,11148.0,23059.0,20832.0,274.0,282.0,39.3
56.0,37.0,84961.0,12.0,15.2,21235.0,44117.0,41084.0,354.0,279.0,34.6
56.0,31.0,70433.0,11.7,14.1,4174.0,8673.0,8223.0,1.0,59.0,47.1
56.0,29.0,83367.0,7.7,19.1,14845.0,29121.0,27485.0,47.0,167.0,44.4
56.0,33.0,77032.0,6.2,16.2,15160.0,30012.0,28534.0,153.0,211.0,42.1
56.0,3.0,61394.0,12.5,13.7,5868.0,11901.0,11249.0,53.0,48.0,41.3
56.0,11.0,80831.0,6.7,15.7,3680.0,7410.0,7068.0,12.0,25.0,42.6
56.0,1.0,62436.0,22.6,27.5,18186.0,38102.0,34340.0,463.0,1166.0,27.3
56.0,7.0,72687.0,13.1,14.5,7145.0,15477.0,14401.0,165.0,150.0,38.0
56.0,15.0,67499.0,11.6,15.3,6490.0,13438.0,12511.0,10.0,73.0,43.4
56.0,41.0,71005.0,12.5,10.5,10104.0,20609.0,19252.0,20.0,22.0,35.5
56.0,43.0,65351.0,12.4,15.0,3992.0,8129.0,7293.0,1.0,0.0,43.5
56.0,13.0,71542.0,13.7,15.3,19941.0,40076.0,29179.0,236.0,55.0,38.4
56.0,35.0,87589.0,8.4,19.0,4584.0,9951.0,9578.0,0.0,12.0,39.4
56.0,45.0,68181.0,17.4,13.5,3332.0,7100.0,6570.0,36.0,310.0,42.9
72.0,65.0,27665.0,46.5,,20983.0,40390.0,39469.0,225.0,16.0,41.5
72.0,69.0,30725.0,44.5,,28199.0,53466.0,29266.0,11060.0,223.0,42.1
72.0,101.0,27362.0,45.5,,15783.0,31320.0,29005.0,455.0,27.0,37.9
72.0,97.0,25524.0,53.2,,40353.0,77255.0,21510.0,2799.0,33.0,40.7
72.0,139.0,43028.0,31.0,,35888.0,67780.0,55351.0,6533.0,75.0,39.8
72.0,115.0,24939.0,52.0,,12430.0,24036.0,20084.0,1070.0,34.0,40.4
72.0,99.0,23248.0,57.2,,18860.0,36872.0,29315.0,1255.0,56.0,39.5
72.0,123.0,23108.0,53.8,,14790.0,28633.0,16359.0,9578.0,130.0,39.9
72.0,17.0,23550.0,50.2,,12758.0,24299.0,20951.0,841.0,142.0,39.9
72.0,153.0,21907.0,48.4,,18964.0,36439.0,28189.0,1300.0,5.0,43.0
72.0,61.0,61989.0,26.6,,46858.0,88663.0,68681.0,5785.0,85.0,43.6
72.0,23.0,24994.0,53.1,,25768.0,49005.0,13649.0,986.0,11.0,43.2
72.0,53.0,28612.0,44.4,,17053.0,32001.0,18212.0,3426.0,119.0,41.2
72.0,109.0,22404.0,53.3,,8853.0,17334.0,4393.0,12542.0,0.0,43.9
72.0,117.0,28438.0,42.2,,7425.0,14269.0,11649.0,177.0,5.0,45.4
72.0,7.0,27066.0,50.5,,13519.0,26275.0,16707.0,2028.0,0.0,41.4
72.0,21.0,36513.0,35.0,,96547.0,182955.0,122394.0,14260.0,261.0,41.3
72.0,35.0,30480.0,43.0,,23152.0,44530.0,30429.0,2585.0,0.0,42.4
72.0,95.0,25790.0,48.7,,5612.0,11023.0,2807.0,8039.0,0.0,44.4
72.0,111.0,24899.0,56.5,,10794.0,20984.0,15013.0,769.0,38.0,37.3
72.0,131.0,22472.0,54.4,,19516.0,37964.0,26678.0,1091.0,105.0,43.3
72.0,135.0,41890.0,29.0,,38124.0,73405.0,59922.0,5551.0,322.0,37.7
72.0,147.0,22635.0,41.3,,4439.0,8771.0,5296.0,856.0,156.0,43.6
72.0,151.0,22916.0,53.5,,17608.0,34149.0,10487.0,22748.0,12.0,42.5
72.0,25.0,37536.0,37.4,,70195.0,131363.0,100543.0,11133.0,268.0,40.5
72.0,29.0,33079.0,43.5,,23884.0,46108.0,22804.0,5103.0,124.0,39.1
72.0,43.0,27797.0,47.0,,20209.0,39265.0,26204.0,10011.0,0.0,40.7
72.0,51.0,48099.0,34.2,,19480.0,37208.0,29444.0,4566.0,46.0,40.0
72.0,19.0,22969.0,59.0,,14593.0,28755.0,25576.0,1368.0,0.0,36.4
72.0,107.0,20596.0,57.5,,10682.0,21407.0,17816.0,697.0,0.0,38.9
72.0,11.0,27090.0,43.4,,14128.0,27368.0,20550.0,757.0,0.0,41.8
72.0,37.0,32364.0,43.3,,6193.0,11853.0,7629.0,1053.0,25.0,41.9
72.0,45.0,18191.0,60.3,,9847.0,19539.0,16018.0,1819.0,23.0,38.6
72.0,71.0,23820.0,54.9,,21791.0,42420.0,28867.0,2270.0,0.0,41.6
72.0,81.0,22297.0,55.3,,13425.0,26451.0,18825.0,118.0,0.0,42.2
72.0,85.0,30591.0,43.2,,19605.0,37768.0,13198.0,23475.0,0.0,39.0
72.0,127.0,42350.0,41.8,,186864.0,344606.0,237250.0,43991.0,1311.0,42.5
72.0,143.0,33032.0,47.7,,19680.0,37724.0,28138.0,4071.0,90.0,38.6
72.0,93.0,16537.0,64.2,,3133.0,6202.0,2503.0,149.0,0.0,43.2
72.0,9.0,27659.0,45.9,,12194.0,23457.0,17922.0,2793.0,21.0,41.6
72.0,77.0,25159.0,50.5,,20498.0,39128.0,18501.0,4738.0,83.0,38.4
72.0,121.0,25218.0,47.2,,12177.0,23054.0,16113.0,560.0,0.0,42.1
72.0,67.0,27632.0,40.8,,8719.0,16180.0,4890.0,390.0,0.0,45.8
72.0,1.0,18945.0,62.5,,9319.0,18181.0,13712.0,145.0,3.0,40.9
72.0,27.0,26926.0,50.2,,16798.0,32222.0,26206.0,545.0,0.0,40.8
72.0,55.0,18117.0,63.8,,8692.0,16783.0,10484.0,699.0,0.0,42.1
72.0,91.0,28042.0,45.8,,20972.0,39692.0,33602.0,1681.0,92.0,41.5
72.0,103.0,25017.0,49.6,,13934.0,26266.0,17314.0,1036.0,86.0,37.7
72.0,105.0,25859.0,45.9,,14518.0,28557.0,24091.0,1827.0,0.0,39.4
72.0,125.0,24759.0,52.2,,16508.0,32114.0,18746.0,691.0,0.0,43.2
72.0,141.0,22539.0,52.0,,15123.0,29402.0,18189.0,398.0,112.0,42.8
72.0,13.0,25046.0,48.0,,45457.0,87242.0,71713.0,3662.0,709.0,42.0
72.0,15.0,21725.0,58.0,,9597.0,18111.0,10946.0,3429.0,0.0,39.6
72.0,33.0,31223.0,47.4,,13124.0,24888.0,16314.0,2557.0,113.0,39.8
72.0,54.0,24065.0,52.3,,6217.0,11910.0,10459.0,206.0,0.0,39.8
1.0,99.0,45863.0,30.9,8.7,11282.0,21512.0,11814.0,8927.0,120.0,42.3
1.0,79.0,58594.0,16.8,7.7,17168.0,33171.0,25942.0,3627.0,44.0,42.2
1.0,81.0,69057.0,21.4,19.6,80915.0,159287.0,111986.0,36675.0,6577.0,31.4
1.0,107.0,54603.0,23.5,9.3,10590.0,20298.0,11362.0,8367.0,13.0,42.4
1.0,119.0,38126.0,31.3,11.6,6971.0,12985.0,3201.0,9346.0,338.0,35.8
1.0,23.0,52247.0,22.2,8.2,6822.0,13075.0,7420.0,5590.0,13.0,46.1
1.0,91.0,50946.0,21.8,8.9,10092.0,19538.0,8855.0,10518.0,0.0,42.7
1.0,113.0,53747.0,20.1,10.0,30089.0,58213.0,29256.0,24957.0,518.0,35.9
1.0,39.0,55315.0,18.3,9.6,19179.0,37351.0,31624.0,4826.0,159.0,43.9
1.0,41.0,58669.0,15.7,11.4,7051.0,13865.0,9938.0,3198.0,188.0,41.5
1.0,77.0,64129.0,15.2,14.8,48270.0,92585.0,80561.0,9364.0,612.0,41.4
1.0,85.0,47366.0,27.9,9.3,5406.0,10236.0,2546.0,7601.0,0.0,41.6
1.0,83.0,74295.0,13.7,16.9,46625.0,93052.0,75143.0,12468.0,1174.0,39.5
1.0,115.0,65756.0,13.2,11.2,43551.0,87306.0,76224.0,8252.0,737.0,40.3
1.0,133.0,51630.0,16.2,8.3,12035.0,23875.0,23001.0,90.0,31.0,44.9
1.0,43.0,58564.0,15.8,8.8,41753.0,82313.0,78392.0,998.0,334.0,40.6
1.0,51.0,74630.0,12.3,16.0,41762.0,81212.0,60824.0,17402.0,392.0,38.6
1.0,71.0,52230.0,20.2,9.3,26558.0,52094.0,47412.0,1799.0,215.0,43.3
1.0,121.0,54898.0,19.9,8.9,41409.0,80565.0,51720.0,26010.0,470.0,41.1
1.0,129.0,54475.0,21.0,6.7,8223.0,16643.0,11003.0,4086.0,62.0,43.6
1.0,31.0,69305.0,15.1,15.6,25974.0,51288.0,38923.0,8829.0,666.0,39.3
1.0,103.0,65068.0,15.3,15.1,60462.0,119122.0,95966.0,15228.0,775.0,40.4
1.0,21.0,62771.0,18.6,9.2,22258.0,43930.0,36599.0,4148.0,190.0,38.6
1.0,33.0,59835.0,16.3,11.8,28420.0,54495.0,43288.0,8615.0,267.0,42.7
1.0,45.0,59184.0,18.4,11.2,25021.0,49255.0,35889.0,9749.0,633.0,37.5
1.0,55.0,58953.0,17.3,10.9,53288.0,102939.0,82710.0,16212.0,739.0,41.3
1.0,49.0,54158.0,22.1,7.4,35896.0,71200.0,60972.0,1004.0,140.0,39.3
1.0,75.0,51320.0,21.2,8.3,7133.0,13933.0,12187.0,1558.0,0.0,44.5
1.0,111.0,56137.0,17.7,9.1,11585.0,22574.0,17443.0,4547.0,68.0,42.7
1.0,97.0,63768.0,19.3,15.1,216731.0,414659.0,243658.0,147434.0,8117.0,37.6
1.0,127.0,56961.0,19.7,7.2,32987.0,64493.0,58547.0,4007.0,319.0,42.4
1.0,29.0,54871.0,18.5,8.9,7657.0,14938.0,14068.0,393.0,3.0,42.5
1.0,63.0,33639.0,38.7,6.4,4476.0,8426.0,1445.0,6713.0,0.0,42.5
1.0,5.0,47909.0,28.9,7.8,12085.0,25782.0,12216.0,12266.0,96.0,39.9
1.0,11.0,45516.0,31.4,7.4,4689.0,10352.0,2276.0,7893.0,56.0,39.6
1.0,15.0,61653.0,18.6,10.2,59783.0,115098.0,85558.0,23676.0,1065.0,39.7
1.0,25.0,51892.0,25.4,8.0,12848.0,24387.0,12935.0,11173.0,123.0,42.3
1.0,101.0,68306.0,20.7,18.9,119587.0,226941.0,82862.0,130866.0,6104.0,36.2
1.0,95.0,61600.0,21.7,12.4,48168.0,95145.0,87887.0,2456.0,570.0,38.7
1.0,67.0,59476.0,13.5,10.7,8892.0,17124.0,12179.0,4749.0,0.0,44.1
1.0,89.0,85952.0,13.2,25.7,182895.0,357560.0,243835.0,86012.0,9073.0,38.5
1.0,123.0,56874.0,20.3,12.0,21119.0,40636.0,28251.0,11145.0,155.0,43.7
2.0,16.0,101440.0,8.5,13.1,2318.0,5750.0,1699.0,246.0,2300.0,37.6
1.0,131.0,42007.0,31.1,8.9,5675.0,10809.0,2903.0,7511.0,0.0,40.8
2.0,122.0,84549.0,12.0,14.5,27906.0,58220.0,48489.0,370.0,886.0,40.8
2.0,150.0,90125.0,9.3,16.0,6368.0,13649.0,7284.0,36.0,3144.0,33.5
2.0,188.0,80250.0,25.1,7.5,3578.0,7734.0,859.0,87.0,76.0,27.2
2.0,50.0,70334.0,27.8,7.7,8659.0,18040.0,1986.0,119.0,187.0,27.1
2.0,185.0,93624.0,9.3,11.4,3681.0,9797.0,3099.0,84.0,548.0,34.8
2.0,220.0,89940.0,7.5,20.4,4267.0,8738.0,5655.0,103.0,632.0,38.8
2.0,90.0,94841.0,8.1,20.5,45807.0,99653.0,75281.0,4493.0,3068.0,31.1
2.0,130.0,86145.0,10.5,17.0,6744.0,13804.0,9219.0,103.0,1062.0,39.6
2.0,170.0,90862.0,10.3,13.7,49552.0,103464.0,85927.0,1121.0,1437.0,35.0
2.0,180.0,73589.0,23.1,8.3,4685.0,9925.0,1601.0,89.0,160.0,28.1
2.0,110.0,107563.0,7.9,25.5,15813.0,32330.0,22182.0,325.0,2314.0,38.1
2.0,240.0,80274.0,10.8,10.0,3097.0,6876.0,5269.0,47.0,156.0,36.3
2.0,290.0,53907.0,25.1,7.6,2505.0,5415.0,1229.0,7.0,33.0,35.3
2.0,20.0,106840.0,9.2,21.9,144968.0,296112.0,186522.0,16439.0,28445.0,33.2
2.0,198.0,66830.0,15.2,11.5,2960.0,6474.0,3053.0,24.0,76.0,41.0
4.0,13.0,84884.0,14.7,20.3,2149768.0,4253913.0,3301814.0,232690.0,176740.0,36.1
4.0,9.0,59370.0,21.3,9.7,17549.0,37879.0,29917.0,752.0,246.0,33.3
4.0,23.0,59164.0,24.0,13.7,24299.0,46584.0,39656.0,248.0,430.0,36.6
4.0,12.0,46901.0,22.1,8.3,10024.0,20701.0,15914.0,170.0,158.0,56.0
4.0,15.0,57571.0,17.5,8.4,102017.0,206064.0,186510.0,2262.0,2512.0,50.9
4.0,5.0,75304.0,18.9,21.1,71299.0,140217.0,89502.0,1869.0,2908.0,30.6
4.0,27.0,58796.0,20.1,9.7,100856.0,207829.0,155842.0,4498.0,2734.0,34.3
4.0,11.0,71773.0,11.9,9.2,4440.0,9504.0,8642.0,213.0,29.0,34.2
4.0,21.0,67625.0,14.2,12.1,200673.0,419721.0,336611.0,18782.0,7589.0,38.9
5.0,123.0,45472.0,26.6,6.1,11853.0,26294.0,10743.0,14624.0,152.0,38.9
5.0,145.0,62025.0,17.0,12.9,40053.0,78804.0,71645.0,3206.0,552.0,36.6
5.0,99.0,45112.0,27.7,10.5,4015.0,8440.0,5348.0,2927.0,26.0,44.8
5.0,37.0,61914.0,16.7,8.4,8798.0,16998.0,12695.0,3308.0,10.0,41.2
5.0,43.0,57827.0,21.4,13.0,9469.0,18502.0,12701.0,5333.0,43.0,37.0
5.0,27.0,53655.0,25.2,13.0,12448.0,23892.0,14476.0,8351.0,267.0,36.0
5.0,125.0,75741.0,8.5,16.8,59979.0,118009.0,105202.0,8293.0,1403.0,39.2
5.0,141.0,50038.0,18.8,8.1,8400.0,16684.0,15996.0,81.0,14.0,47.9
5.0,65.0,50944.0,17.1,9.9,6541.0,13559.0,12835.0,254.0,18.0,48.0
5.0,79.0,54584.0,18.6,6.3,5105.0,13695.0,9104.0,4292.0,0.0,38.6
5.0,83.0,52645.0,21.1,8.3,11114.0,21757.0,19905.0,293.0,503.0,41.5
5.0,35.0,55159.0,22.2,12.2,25742.0,49013.0,21763.0,23789.0,352.0,35.1
5.0,47.0,49603.0,21.9,9.0,9105.0,17780.0,16743.0,172.0,105.0,41.3
5.0,109.0,52727.0,16.6,8.4,5462.0,10808.0,9740.0,355.0,54.0,42.8
5.0,69.0,53194.0,23.2,11.3,35518.0,70424.0,28231.0,39889.0,661.0,38.8
5.0,97.0,51753.0,18.9,5.8,4553.0,8993.0,8205.0,20.0,122.0,50.0
5.0,127.0,44300.0,22.1,4.8,5110.0,10442.0,9179.0,28.0,94.0,41.0
5.0,131.0,61626.0,20.3,13.3,65187.0,127461.0,95473.0,8877.0,5590.0,37.5
5.0,7.0,88345.0,9.9,21.6,130581.0,258980.0,227609.0,4359.0,9862.0,35.3
5.0,17.0,53248.0,29.2,10.6,5560.0,10826.0,4733.0,5861.0,43.0,42.7
5.0,71.0,49280.0,22.4,10.3,13315.0,26291.0,24033.0,424.0,490.0,38.0
5.0,77.0,41798.0,26.0,6.7,4089.0,9398.0,3978.0,5313.0,13.0,41.8
5.0,115.0,57914.0,18.5,14.6,32327.0,63644.0,58030.0,1895.0,654.0,35.0
5.0,41.0,43560.0,29.1,8.1,6264.0,11887.0,5855.0,5596.0,39.0,39.1
5.0,49.0,47478.0,23.9,8.6,6091.0,12139.0,11686.0,71.0,6.0,48.1
5.0,51.0,62899.0,18.6,12.8,51114.0,98296.0,84747.0,8031.0,523.0,44.9
5.0,117.0,52656.0,15.7,10.8,4124.0,8244.0,7037.0,1073.0,29.0,46.2
39.0,161.0,65454.0,11.1,10.8,14390.0,28281.0,27211.0,344.0,95.0,40.9
39.0,167.0,65269.0,15.1,12.7,30718.0,60671.0,58146.0,745.0,391.0,44.1
39.0,171.0,60390.0,13.7,9.3,18670.0,36936.0,35125.0,383.0,212.0,41.2
39.0,11.0,73661.0,8.7,11.9,23079.0,45784.0,44271.0,229.0,197.0,41.3
39.0,29.0,62650.0,14.6,9.9,51585.0,104003.0,98739.0,2292.0,140.0,44.0
39.0,37.0,64767.0,10.1,9.6,26177.0,51734.0,50415.0,344.0,236.0,41.8
39.0,123.0,75676.0,10.4,14.2,20494.0,40709.0,38906.0,467.0,75.0,49.0
39.0,51.0,72847.0,9.4,11.7,21365.0,42305.0,39432.0,170.0,170.0,40.8
39.0,65.0,59239.0,16.7,9.9,15903.0,31542.0,30328.0,207.0,242.0,35.5
39.0,79.0,54788.0,19.6,10.4,16639.0,32524.0,31509.0,202.0,38.0,40.1
39.0,95.0,66796.0,19.1,16.0,222799.0,432379.0,311698.0,81735.0,7758.0,37.9
39.0,117.0,72387.0,10.2,9.5,17515.0,34976.0,33697.0,363.0,22.0,41.7
39.0,121.0,64047.0,15.4,5.2,5827.0,14443.0,13355.0,816.0,13.0,49.7
39.0,135.0,67935.0,11.6,10.5,20810.0,41207.0,40003.0,239.0,189.0,42.6
39.0,147.0,63846.0,14.7,9.8,27826.0,55475.0,52041.0,1544.0,317.0,39.4
39.0,151.0,68211.0,13.9,14.4,192027.0,373475.0,328522.0,27492.0,3200.0,41.9
39.0,3.0,63678.0,14.8,10.5,51271.0,103642.0,85951.0,12213.0,766.0,39.0
39.0,31.0,55832.0,16.4,8.8,18466.0,36574.0,35455.0,403.0,110.0,41.4
39.0,33.0,57201.0,15.0,9.5,21409.0,42021.0,40626.0,380.0,232.0,43.0
39.0,41.0,132269.0,4.6,34.4,99504.0,197008.0,172894.0,6551.0,11579.0,38.6
39.0,59.0,56201.0,20.2,8.8,19752.0,39274.0,37386.0,486.0,148.0,42.5
39.0,73.0,60814.0,13.6,10.0,14366.0,28495.0,27700.0,231.0,86.0,42.9
39.0,107.0,72966.0,6.9,10.5,20228.0,40806.0,39647.0,252.0,179.0,39.9
39.0,141.0,62771.0,17.9,10.4,36500.0,77051.0,69564.0,4120.0,418.0,40.9
39.0,35.0,72314.0,18.1,18.7,656136.0,1253783.0,784683.0,371298.0,36876.0,40.3
39.0,93.0,74676.0,13.7,15.1,155659.0,306713.0,261088.0,26140.0,3370.0,41.8
39.0,109.0,73024.0,9.4,14.1,52953.0,104800.0,98365.0,2170.0,1404.0,41.6
39.0,113.0,67202.0,17.4,16.3,275880.0,532034.0,388086.0,109355.0,11223.0,39.3
39.0,155.0,60660.0,17.5,12.3,103327.0,201794.0,178761.0,16775.0,990.0,44.2
39.0,173.0,78832.0,13.3,19.2,65941.0,129936.0,119584.0,3459.0,2164.0,34.8
39.0,7.0,56659.0,20.3,9.2,48801.0,98136.0,90979.0,3696.0,486.0,42.4
40.0,1.0,45683.0,29.3,8.7,11144.0,22113.0,9359.0,75.0,145.0,37.6
40.0,137.0,62827.0,14.7,12.6,22655.0,43983.0,36613.0,769.0,277.0,40.5
40.0,19.0,64290.0,16.9,12.5,24912.0,48406.0,36108.0,3108.0,550.0,38.2
40.0,55.0,49411.0,21.8,10.4,2524.0,5943.0,4660.0,495.0,0.0,41.2
40.0,87.0,79843.0,8.9,16.9,19443.0,38634.0,32643.0,421.0,119.0,38.4
40.0,91.0,52259.0,21.4,9.7,10035.0,19819.0,13847.0,535.0,13.0,47.3
40.0,99.0,65491.0,14.9,12.7,6921.0,13875.0,10530.0,220.0,81.0,43.0
40.0,103.0,69063.0,12.6,15.5,5786.0,11411.0,9559.0,20.0,12.0,41.6
40.0,115.0,51619.0,21.4,9.0,16046.0,31566.0,21463.0,342.0,223.0,38.1
40.0,135.0,51075.0,23.1,9.6,20977.0,41359.0,26698.0,775.0,301.0,41.0
40.0,145.0,74822.0,10.6,16.7,39325.0,77850.0,58837.0,2693.0,1147.0,38.7
40.0,151.0,69036.0,13.6,19.9,4203.0,9127.0,8114.0,218.0,87.0,33.9
40.0,15.0,59020.0,20.0,12.0,13981.0,29342.0,18501.0,658.0,113.0,37.3
40.0,101.0,58281.0,21.1,13.6,35375.0,69084.0,40215.0,7453.0,500.0,37.9
40.0,107.0,49146.0,24.5,7.9,5629.0,12115.0,7722.0,923.0,11.0,40.0
40.0,13.0,60665.0,16.7,14.6,23531.0,45759.0,34018.0,877.0,246.0,37.5
40.0,71.0,60837.0,17.5,13.6,22605.0,44880.0,35313.0,986.0,229.0,38.6
