CAGDP9 Real GDP by county and metropolitan area 1/,,,,,,,,,,,,,
(thousands of chained 2012 dollars) ,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),(D),(D),124863,124945,131908,135675,132539,(D)
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",45,    Information,175930,207873,261564,319101,327611,363146,359046,390112,446485,495299
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",2654915,2772705,2824192,2924556,3072189,3191164,3174204,3331045,3383317,3566535
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",51,      Finance and insurance,360360,386996,387647,362345,373102,362946,344337,368256,356083,343488
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,2294285,2385823,2436545,2562950,2700361,2831630,2835290,2967303,3036047,3241211
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",59,    Professional and business services,1027613,1052637,1045175,1067336,1130071,1206990,1181310,1276730,1354416,1473974
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",590073,598581,575740,578109,633920,705180,730842,802012,857477,951880
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",64,      Management of companies and enterprises,128264,136992,137362,160228,150300,145500,153871,162039,178517,184716
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,309337,317085,332074,329075,345541,355710,298474,314931,322053,341102
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",944361,983990,977675,1015979,1013500,1031431,1026575,1067439,1151210,1195235
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",69,      Educational services,37400,40622,39966,43008,47504,47820,52616,53673,93366,95744
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",70,      Health care and social assistance,906926,943371,937709,972956,965837,983474,973541,1013397,1054727,1096357
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",570945,585607,607183,658197,733654,799029,799149,802547,798922,824452
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",79967,82399,74025,75939,83208,88906,86737,88091,93436,95940
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",79,      Accommodation and food services,490909,503131,533158,582228,650387,710017,712239,714323,705665,728666
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),341553,327795,318713,311413,326056,336918,343201,340693,326416,327189
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",83,Government and government enterprises,1777114,1844483,1836699,1837186,1845392,1903246,1970457,1972201,1966803,1957118
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",,Addenda:,,,,,,,,,,
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",87,Natural resources and mining,(D),(D),(D),(D),673467,794768,827194,722399,761779,(D)
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",88,Trade,1316449,1367792,1376194,1420619,1452740,1514746,1483932,1526169,1549461,1593403
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),(D),(D),2388422,2646221,2820626,2669394,2785615,(D)
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",90,Manufacturing and information,878322,942433,1082688,1204201,1215884,1248678,1213988,1280024,1409570,1475604
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,(D),(D),(D),(D),2221591,2366841,2473180,2467189,2614043,(D)
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",92,Private services-providing industries 3/,(D),(D),(D),(D),10438606,11090509,11195245,11406920,11783851,(D)
